question_id,subjects
673,"['Maths', 'Number', 'Indices, Powers and Roots', 'Square Roots, Cube Roots, etc']"
1637,"['Maths', 'Number', 'Indices, Powers and Roots', 'Square Roots, Cube Roots, etc']"
1316,"['Maths', 'Algebra', 'Solving Equations', 'Solving Equations-Others']"
518,"['Maths', 'Geometry and Measure', 'Angles', 'Angle Facts with Parallel Lines']"
304,"['Maths', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area']"
1038,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area', 'Simplifying Expressions by Collecting Like Terms']"
351,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Length Units']"
1100,"['Maths', 'Number', 'Money', 'Currency Conversions']"
1319,"['Maths', 'Geometry and Measure', 'Perimeter', 'Perimeter and Area']"
652,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
1117,"['Maths', 'Geometry and Measure', 'Angles', 'Angle Facts with Parallel Lines', 'Angles in Triangles']"
889,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
842,"['Maths', 'Algebra', 'Expanding Single Brackets', 'Expanding Brackets']"
1687,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Writing Expressions', 'Simplifying Expressions by Collecting Like Terms']"
203,"['Maths', 'Number', 'Indices, Powers and Roots', 'Laws of Indices']"
345,"['Maths', 'Number', 'Fractions', 'Dividing Fractions']"
1269,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Substitution into Formula', 'Writing Expressions', 'Formula', 'Writing Formula']"
1532,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
732,"['Maths', 'Algebra', 'Rearranging Formula and Equations', 'Formula']"
269,"['Maths', 'Number', 'Ratio', 'Sharing in a Ratio']"
1060,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
54,"['Maths', 'Number', 'Indices, Powers and Roots', 'Laws of Indices']"
698,"['Maths', 'Data and Statistics', 'Time Series and Line Graphs', 'Data Representation']"
438,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
1657,"['Maths', 'Number', 'Indices, Powers and Roots', 'Squares, Cubes, etc']"
100,"['Maths', 'Geometry and Measure', '2D Names and Properties of Shapes', 'Labelling Shapes']"
975,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
740,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Triangles']"
789,"['Maths', 'Data and Statistics', 'Data Processing', 'Range and Interquartile Range from a List of Data']"
1293,"['Maths', 'Number', 'Percentages', 'Percentages of an Amount']"
132,"['Maths', 'Algebra', 'Geometry and Measure', 'Co-ordinates', 'Translation and Vectors', 'Transformations', 'Co-ordinates-Others']"
764,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Prime Numbers and Prime Factors']"
1659,"['Maths', 'Algebra', 'Sequences', 'Linear Sequences (nth term)']"
1045,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Volume of Prisms']"
1345,"['Maths', 'Data and Statistics', 'Probability of Single Events', 'Probability']"
714,"['Maths', 'Data and Statistics', 'Probability of Single Events', 'Probability']"
1551,"['Maths', 'Data and Statistics', 'Probability of Single Events', 'Probability']"
26,"['Maths', 'Data and Statistics', 'Time Series and Line Graphs', 'Data Representation']"
1546,"['Maths', 'Data and Statistics', 'Averages and Range from Grouped Data', 'Data Processing']"
1149,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Decimals and Percentages']"
1476,"['Maths', 'Number', 'Decimals', 'Ordering Decimals']"
982,"['Maths', 'Number', 'Types of number']"
677,"['Maths', 'Geometry and Measure', '3D Shapes', 'Isometric Drawings']"
653,"['Maths', 'Geometry and Measure', '3D Shapes', 'Isometric Drawings']"
1146,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
230,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction', 'Written Addition']"
1096,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
983,"['Maths', 'Algebra', 'Straight Line Graphs', 'Perpendicular Lines']"
1087,"['Maths', 'Algebra', 'Straight Line Graphs', 'Graphical Solution of Simultaneous Equations']"
474,"['Maths', 'Algebra', 'Straight Line Graphs', 'Horizontal and Vertical Lines']"
1018,"['Maths', 'Number', 'Data and Statistics', 'Basic Arithmetic', 'Mental Addition and Subtraction', 'Written Addition', 'Probability', 'Tree Diagrams with Independent Events']"
1610,"['Maths', 'Data and Statistics', 'Data Collection', 'Types of Data and Questionnaires']"
1182,"['Maths', 'Algebra', 'Quadratic Graphs', 'Quadratic Graphs-Others']"
612,"['Maths', 'Number', 'Indices, Powers and Roots', 'Standard Form']"
1040,"['Maths', 'Geometry and Measure', 'Perimeter and Area', 'Compound Area']"
829,"['Maths', 'Geometry and Measure', 'Basic Trigonometry', 'Right-angled Triangles (SOHCAHTOA)']"
268,"['Maths', 'Number', 'Fractions', 'Adding and Subtracting Fractions']"
609,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Factors and Highest Common Factor']"
1318,"['Maths', 'Geometry and Measure', 'Congruency in Triangles', 'Similarity and Congruency']"
211,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Surface Area of Non-Prisms']"
1281,"['Maths', 'Data and Statistics', 'Probability', 'Probability-Others']"
1379,"['Maths', 'Geometry and Measure', 'Area of Simple Shapes', 'Perimeter and Area']"
142,"['Maths', 'Number', 'Upper and Lower Bounds', 'Rounding and Estimating']"
1508,"['Maths', 'Geometry and Measure', 'Angles', 'Circle Theorems']"
896,"['Maths', 'Geometry and Measure', 'Angles', 'Circle Theorems']"
856,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Polygons']"
818,"['Maths', 'Geometry and Measure', 'Angles', 'Angles in Polygons']"
1484,"['Maths', 'Algebra', 'Substitution into Formula', 'Formula']"
980,"['Maths', 'Algebra', 'Graphs of Trigonometric Functions', 'Transformation of Functions', 'Other Graphs', 'Transformations of functions in the form y =']"
182,"['Maths', 'Algebra', 'Graphs of Trigonometric Functions', 'Other Graphs']"
1278,"['Maths', 'Geometry and Measure', 'Basic Trigonometry', 'Non Right-angled Triangles (Sine and Cosine Rules)']"
1008,"['Maths', 'Number', 'Decimals', 'Multiplying and Dividing with Decimals']"
1103,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
798,"['Maths', 'Algebra', 'Factorising into a Single Bracket', 'Factorising']"
959,"['Maths', 'Geometry and Measure', '2D Pythagoras', 'Pythagoras', 'Maths-Others']"
47,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
1078,"['Maths', 'Number', 'Basic Arithmetic', 'Written Division']"
516,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Addition and Subtraction']"
750,"['Maths', 'Geometry and Measure', 'Properties of Polygons', 'Properties of Quadrilaterals', 'Symmetry', '2D Names and Properties of Shapes', 'Properties of Triangles', 'Rotational Symmetry']"
193,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
52,"['Maths', 'Number', 'Basic Arithmetic', 'Written Multiplication']"
546,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1176,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to Significant Figures']"
1670,"['Maths', 'Number', 'Factors, Multiples and Primes', 'Multiples and Lowest Common Multiple']"
149,"['Maths', 'Geometry and Measure', 'Units of Measurement', 'Time']"
949,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Writing Expressions']"
1512,"['Maths', 'Algebra', 'Substitution into Formula', 'Formula']"
844,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
1080,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Linear Equations', 'Writing Expressions', 'Solving Equations']"
383,"['Maths', 'Number', 'Percentages', 'Repeated Percentages and Compound Interest']"
76,"['Maths', 'Number', 'Percentages', 'Repeated Percentages and Compound Interest']"
1006,"['Maths', 'Number', 'Fractions', 'Fractions-Others']"
252,"['Maths', 'Geometry and Measure', 'Volume and Surface Area', 'Surface Area of Prisms']"
846,"['Maths', 'Number', 'Decimals', 'Decimals-Others']"
1531,"['Maths', 'Number', 'Decimals', 'Decimals-Others']"
1460,"['Maths', 'Algebra', 'Linear Equations', 'Solving Equations']"
1360,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value', 'Mental Multiplication and Division']"
548,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
1471,"['Maths', 'Number', 'Basic Arithmetic', 'Written Addition']"
541,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1094,"['Maths', 'Advanced Pure', 'Factor Theorem', 'Advanced Algebra']"
1701,"['Maths', 'Algebra', 'Factorising into a Single Bracket', 'Factorising']"
996,"['Maths', 'Algebra', 'Expanding Single Brackets', 'Expanding Brackets']"
606,"['Maths', 'Number', 'Basic Arithmetic', 'Place Value']"
1509,"['Maths', 'Algebra', 'Expanding Single Brackets', 'Linear Equations', 'Expanding Brackets', 'Solving Equations']"
1686,"['Maths', 'Data and Statistics', 'Data Representation', 'Venn Diagrams']"
117,"['Maths', 'Data and Statistics', 'Data Representation', 'Venn Diagrams']"
851,"['Maths', 'Data and Statistics', 'Data Representation', 'Venn Diagrams']"
286,"['Maths', 'Data and Statistics', 'Averages (mean, median, mode) from a List of Data', 'Data Processing']"
569,"['Maths', 'Data and Statistics', 'Averages (mean, median, mode) from a List of Data', 'Data Processing']"
55,"['Maths', 'Number', 'Proportion', 'Direct Proportion']"
1102,"['Maths', 'Number', 'Proportion', 'Direct Proportion']"
1685,"['Maths', 'Number', 'Indices, Powers and Roots', 'Standard Form']"
220,"['Maths', 'Number', 'Indices, Powers and Roots', 'Standard Form']"
1593,"['Maths', 'Geometry and Measure', 'Symmetry', 'Line Symmetry']"
409,"['Maths', 'Geometry and Measure', 'Reflection', 'Transformations']"
686,"['Maths', 'Geometry and Measure', 'Reflection', 'Transformations']"
1545,"['Maths', 'Data and Statistics', 'Probability', 'Probability with Venn Diagrams']"
736,"['Maths', 'Number', 'Percentages', 'Repeated Percentages and Compound Interest', 'Money', 'Money-Others']"
124,"['Maths', 'Algebra', 'Algebraic Fractions', 'Simplifying Algebraic Fractions', 'Adding and Subtracting Algebraic Fractions']"
1433,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Percentages']"
84,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Percentages']"
787,"['Maths', 'Number', 'Fractions', 'Ordering Fractions']"
327,"['Maths', 'Number', 'Rounding and Estimating', 'Rounding to the Nearest Whole (10, 100, etc)']"
468,"['Maths', 'Number', 'Basic Arithmetic', 'Mental Multiplication and Division']"
59,"['Maths', 'Algebra', 'Inequalities', 'Solving Linear Inequalities']"
1591,"['Maths', 'Number', 'Basic Arithmetic', 'Counting']"
1479,"['Maths', 'Maths-Others']"
1530,"['Maths', 'Number', 'Indices, Powers and Roots', 'Laws of Indices']"
1236,"['Maths', 'Algebra', 'Quadratic Equations', 'Solving Equations']"
490,"['Maths', 'Algebra', 'Writing and Simplifying Expressions', 'Simplifying Expressions by Collecting Like Terms']"
342,"['Maths', 'Number', 'Fractions, Decimals and Percentage Equivalence', 'Converting between Fractions and Percentages']"
261,"['Maths', 'Number', 'Basic Arithmetic', 'Written Addition']"
554,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
15,"['Maths', 'Number', 'Basic Arithmetic', 'Written Subtraction']"
1378,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
1560,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
1644,"['Maths', 'Algebra', 'Simultaneous Equations', 'Solving Equations']"
1021,"['Maths', 'Algebra', 'Simultaneous Equations', 'Solving Equations']"
1673,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
1575,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
227,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
1739,"['Maths', 'Number', 'Basic Arithmetic', 'Basic Arithmetic-Others']"
